date,symbol,open,high,low,close,volume,sma_5,sma_20,sma_50,ema_12,ema_26,macd,macd_signal,macd_diff,rsi,bollinger_mavg,bollinger_high,bollinger_low,volume_ema,volume_ratio,daily_return,5d_return,10d_return,volatility,momentum_5d,momentum_10d,price_change_rate,high_low_diff
2024-03-26,NICA,159,112,169,106,6556,115.2,154.0,155.48,152.94644938212434,147.6293510727657,6.172026832986461,6.421339438761246,-0.44964160171154255,58.32340759663526,154.0,219.2748037147566,88.72519628524341,6052.141388699541,0.34054062316658124,0.018867924528301883,0.5660377358490567,0.34905660377358494,0.24533581485000436,60.0,37.0,-0.3333333333333333,-0.33727810650887574
2024-03-27,NICA,186,194,176,108,9255,115.2,154.0,155.48,152.94644938212434,147.6293510727657,6.172026832986461,6.421339438761246,-0.44964160171154255,58.32340759663526,154.0,219.2748037147566,88.72519628524341,6052.141388699541,0.34054062316658124,0.018867924528301883,0.5660377358490567,0.34905660377358494,0.24533581485000436,60.0,37.0,-0.41935483870967744,0.10227272727272728
2024-03-28,NICA,131,172,137,121,10805,115.2,154.0,155.48,152.94644938212434,147.6293510727657,6.172026832986461,6.421339438761246,-0.44964160171154255,58.32340759663526,154.0,219.2748037147566,88.72519628524341,6052.141388699541,0.34054062316658124,0.12037037037037046,0.5660377358490567,0.34905660377358494,0.24533581485000436,60.0,37.0,-0.07633587786259542,0.25547445255474455
2024-03-29,NICA,135,192,144,110,8969,115.2,154.0,155.48,152.94644938212434,147.6293510727657,6.172026832986461,6.421339438761246,-0.44964160171154255,58.32340759663526,154.0,219.2748037147566,88.72519628524341,6052.141388699541,0.34054062316658124,-0.09090909090909094,0.5660377358490567,0.34905660377358494,0.24533581485000436,60.0,37.0,-0.18518518518518517,0.3333333333333333
2024-04-01,NICA,139,182,107,131,3538,115.2,154.0,155.48,152.94644938212434,147.6293510727657,6.172026832986461,6.421339438761246,-0.44964160171154255,58.32340759663526,154.0,219.2748037147566,88.72519628524341,6052.141388699541,0.34054062316658124,0.19090909090909092,0.5660377358490567,0.34905660377358494,0.24533581485000436,60.0,37.0,-0.05755395683453238,0.7009345794392523
2024-04-02,NICA,132,161,155,166,7732,127.2,154.0,155.48,152.94644938212434,147.6293510727657,6.172026832986461,6.421339438761246,-0.44964160171154255,58.32340759663526,154.0,219.2748037147566,88.72519628524341,6052.141388699541,0.34054062316658124,0.26717557251908386,0.5660377358490567,0.34905660377358494,0.24533581485000436,60.0,37.0,0.25757575757575757,0.03870967741935484
2024-04-03,NICA,132,156,114,143,1459,134.2,154.0,155.48,152.94644938212434,147.6293510727657,6.172026832986461,6.421339438761246,-0.44964160171154255,58.32340759663526,154.0,219.2748037147566,88.72519628524341,6052.141388699541,0.34054062316658124,-0.13855421686746983,0.3240740740740742,0.34905660377358494,0.24533581485000436,35.0,37.0,0.08333333333333333,0.3684210526315789
2024-04-04,NICA,119,132,109,204,5873,150.8,154.0,155.48,152.94644938212434,147.6293510727657,6.172026832986461,6.421339438761246,-0.44964160171154255,58.32340759663526,154.0,219.2748037147566,88.72519628524341,6052.141388699541,0.34054062316658124,0.4265734265734267,0.6859504132231404,0.34905660377358494,0.24533581485000436,83.0,37.0,0.7142857142857143,0.21100917431192662
2024-04-05,NICA,195,162,90,204,7232,169.6,154.0,155.48,152.94644938212434,147.6293510727657,6.172026832986461,6.421339438761246,-0.44964160171154255,58.32340759663526,154.0,219.2748037147566,88.72519628524341,6052.141388699541,0.34054062316658124,0.0,0.8545454545454545,0.34905660377358494,0.24533581485000436,94.0,37.0,0.046153846153846156,0.8
2024-04-08,NICA,143,119,188,146,5267,172.6,154.0,155.48,152.94644938212434,147.6293510727657,6.172026832986461,6.421339438761246,-0.44964160171154255,58.32340759663526,154.0,219.2748037147566,88.72519628524341,6052.141388699541,0.34054062316658124,-0.28431372549019607,0.11450381679389321,0.34905660377358494,0.24533581485000436,15.0,37.0,0.02097902097902098,-0.3670212765957447
2024-04-09,NICA,163,174,119,143,8367,168.0,154.0,155.48,152.94644938212434,147.6293510727657,6.172026832986461,6.421339438761246,-0.44964160171154255,58.32340759663526,154.0,219.2748037147566,88.72519628524341,6052.141388699541,0.34054062316658124,-0.020547945205479423,-0.13855421686746983,0.34905660377358494,0.24533581485000436,-23.0,37.0,-0.12269938650306748,0.46218487394957986
2024-04-10,NICA,132,193,110,191,1542,177.6,154.0,155.48,152.94644938212434,147.6293510727657,6.172026832986461,6.421339438761246,-0.44964160171154255,58.32340759663526,154.0,219.2748037147566,88.72519628524341,6052.141388699541,0.34054062316658124,0.3356643356643356,0.3356643356643356,0.7685185185185186,0.24533581485000436,48.0,83.0,0.44696969696969696,0.7545454545454545
2024-04-11,NICA,159,176,133,181,10532,173.0,154.0,155.48,157.2623802464129,147.6293510727657,6.172026832986461,6.421339438761246,-0.44964160171154255,58.32340759663526,154.0,219.2748037147566,88.72519628524341,6052.141388699541,0.34054062316658124,-0.05235602094240843,-0.11274509803921573,0.4958677685950412,0.24533581485000436,-23.0,60.0,0.13836477987421383,0.3233082706766917
2024-04-12,NICA,139,113,173,171,2734,166.4,154.0,155.48,159.37586020850324,147.6293510727657,6.172026832986461,6.421339438761246,-0.44964160171154255,58.32340759663526,154.0,219.2748037147566,88.72519628524341,6052.141388699541,0.34054062316658124,-0.05524861878453036,-0.16176470588235292,0.5545454545454545,0.24533581485000436,-33.0,61.0,0.2302158273381295,-0.3468208092485549
2024-04-15,NICA,169,160,167,199,9028,177.0,154.0,155.48,165.47188171488736,147.6293510727657,6.172026832986461,6.421339438761246,-0.44964160171154255,63.761648120922544,154.0,219.2748037147566,88.72519628524341,6052.141388699541,0.34054062316658124,0.16374269005847952,0.3630136986301369,0.5190839694656488,0.24533581485000436,53.0,68.0,0.17751479289940827,-0.041916167664670656
2024-04-16,NICA,163,150,165,145,9855,177.4,154.0,155.48,162.32236145105855,147.6293510727657,6.172026832986461,6.421339438761246,-0.44964160171154255,50.16609410843346,154.0,219.2748037147566,88.72519628524341,6052.141388699541,0.34054062316658124,-0.27135678391959794,0.013986013986013957,-0.12650602409638556,0.24533581485000436,2.0,-21.0,-0.11042944785276074,-0.09090909090909091
2024-04-17,NICA,168,129,113,133,9384,165.8,154.0,155.48,157.81122892012647,147.6293510727657,6.172026832986461,6.421339438761246,-0.44964160171154255,47.73049672420058,154.0,219.2748037147566,88.72519628524341,6052.141388699541,0.34054062316658124,-0.08275862068965523,-0.3036649214659686,-0.0699300699300699,0.24533581485000436,-58.0,-10.0,-0.20833333333333334,0.1415929203539823
2024-04-18,NICA,123,191,142,119,5435,153.4,154.0,155.48,151.8402706247224,147.6293510727657,6.172026832986461,6.421339438761246,-0.44964160171154255,44.98634932884762,154.0,219.2748037147566,88.72519628524341,6052.141388699541,0.34054062316658124,-0.10526315789473684,-0.3425414364640884,-0.41666666666666663,0.24533581485000436,-62.0,-85.0,-0.032520325203252036,0.34507042253521125
2024-04-19,NICA,133,190,100,194,2660,158.0,154.0,155.48,158.32638283630357,147.6293510727657,6.172026832986461,6.421339438761246,-0.44964160171154255,58.68877524114172,154.0,219.2748037147566,88.72519628524341,6052.141388699541,0.34054062316658124,0.6302521008403361,0.13450292397660824,-0.0490196078431373,0.24533581485000436,23.0,-10.0,0.45864661654135336,0.9
2024-04-22,NICA,188,135,148,165,2061,151.2,154.0,155.48,159.35309316917994,147.6293510727657,6.172026832986461,6.421339438761246,-0.44964160171154255,53.1737707105689,154.0,219.2748037147566,88.72519628524341,6052.141388699541,0.34054062316658124,-0.14948453608247425,-0.17085427135678388,0.13013698630136994,0.24533581485000436,-34.0,19.0,-0.12234042553191489,-0.08783783783783784
2024-04-23,NICA,189,169,98,115,5876,145.2,154.45,155.48,152.52954037392146,147.6293510727657,6.172026832986461,6.421339438761246,-0.44964160171154255,45.27428036206922,154.45,218.5077083573866,90.39229164261336,6035.366018347204,0.9735946390222665,-0.303030303030303,-0.2068965517241379,-0.19580419580419584,0.24533581485000436,-30.0,-28.0,-0.3915343915343915,0.7244897959183674
2024-04-24,NICA,158,139,155,115,1459,141.6,154.8,155.48,146.7557649317797,147.6293510727657,6.172026832986461,6.421339438761246,-0.44964160171154255,45.27428036206921,154.8,217.90816112041296,91.69183887958705,5599.52163564747,0.2605579717223999,0.0,-0.13533834586466165,-0.39790575916230364,0.24541708334441897,-18.0,-76.0,-0.2721518987341772,-0.1032258064516129
2024-04-25,NICA,164,188,127,157,2085,149.2,156.6,155.48,148.3318010961213,147.6293510727657,6.172026832986461,6.421339438761246,-0.44964160171154255,52.19322303879042,156.6,217.77319674497974,95.42680325502025,5264.80528939533,0.3960260418746588,0.3652173913043477,0.31932773109243695,-0.13259668508287292,0.2560875948958075,38.0,-24.0,-0.042682926829268296,0.48031496062992124
2024-04-26,NICA,169,158,171,165,2941,143.4,159.35,155.48,150.89613938902573,147.6293510727657,6.172026832986461,6.421339438761246,-0.44964160171154255,53.401714453835346,159.35,216.7234259043331,101.97657409566688,5043.490499929108,0.5831278952624851,0.05095541401273884,-0.14948453608247425,-0.03508771929824561,0.25419098361639986,-29.0,-6.0,-0.023668639053254437,-0.07602339181286549
2024-04-29,NICA,192,137,155,140,10297,138.4,159.8,155.48,149.21981025225256,147.6293510727657,6.172026832986461,6.421339438761246,-0.44964160171154255,49.2148848831644,159.8,216.41307269527067,103.18692730472934,5543.824738031099,1.8573819495702533,-0.1515151515151515,-0.1515151515151515,-0.29648241206030146,0.2556136126023637,-25.0,-59.0,-0.2708333333333333,-0.11612903225806452
